login_attempts_last_5m,distinct_users_from_ip_last_5m,hour_of_day,day_of_week,is_attack
3,1,6,2,0
1,1,17,3,0
14,24,23,0,1
28,35,2,3,1
1,1,20,2,0
1,1,14,6,0
2,1,12,3,0
1,1,13,1,0
2,1,19,2,0
50,1,13,3,1
3,1,5,1,0
23,32,6,6,1
2,1,12,0,0
1,1,18,2,0
1,1,10,2,0
1,1,13,2,0
1,1,9,4,0
3,1,19,4,0
1,1,11,1,0
2,1,18,1,0
2,1,12,0,0
2,1,8,1,0
1,1,11,0,0
1,1,15,0,0
1,1,19,5,0
1,1,9,0,0
1,1,9,0,0
1,1,11,2,0
1,1,13,3,0
13,1,23,6,1
1,1,15,1,0
1,1,10,4,0
1,1,12,1,0
1,1,14,5,0
1,1,17,1,0
2,1,9,1,0
1,1,11,0,0
1,1,10,6,0
1,1,8,1,0
13,3,1,5,1
3,1,12,0,0
8,4,6,6,1
1,1,15,2,0
1,1,14,4,0
1,1,9,6,0
1,1,8,3,0
1,1,10,2,0
22,1,5,5,1
1,1,20,1,0
28,31,4,5,1
1,1,21,0,0
1,1,13,2,0
2,1,8,0,0
1,1,14,0,0
1,1,16,1,0
1,1,19,0,0
1,1,15,2,0
18,1,7,5,1
1,1,8,2,0
1,1,13,0,0
85,1,18,1,1
1,1,18,0,0
1,1,9,0,0
1,1,18,5,0
15,5,6,5,1
1,1,14,5,0
1,1,13,2,0
3,1,9,2,0
1,1,12,5,0
1,1,17,1,0
1,1,10,0,0
1,1,13,6,0
45,20,5,3,1
9,2,21,5,1
1,1,14,2,0
1,1,10,1,0
1,1,9,2,0
1,1,10,0,0
1,1,18,6,0
1,1,10,4,0
1,1,22,2,0
12,4,5,5,1
1,1,18,5,0
1,1,17,4,0
1,1,5,4,0
1,1,14,2,0
1,1,10,1,0
2,1,12,1,0
1,1,11,6,0
1,1,10,1,0
1,1,2,1,0
1,1,9,3,0
17,31,22,3,1
1,1,10,2,0
1,1,13,3,0
43,2,3,0,1
24,1,17,0,1
1,1,17,3,0
1,1,15,4,0
21,38,22,3,1
40,34,0,5,1
1,1,9,2,0
1,1,8,2,0
25,28,6,0,1
2,1,15,0,0
1,1,10,3,0
20,1,23,5,1
1,1,17,1,0
1,1,12,3,0
1,1,17,2,0
2,1,19,3,0
1,1,20,4,0
1,1,9,1,0
3,1,11,6,0
1,1,13,6,0
1,1,8,4,0
1,1,15,1,0
2,1,13,1,0
2,1,18,1,0
15,13,6,6,1
13,4,0,6,1
2,1,15,4,0
1,1,3,1,0
1,1,19,5,0
1,1,0,3,0
1,1,11,3,0
1,1,19,5,0
10,2,7,6,1
1,1,1,0,0
2,1,16,2,0
2,1,15,6,0
44,35,0,1,1
1,1,13,4,0
2,1,10,0,0
1,1,13,2,0
1,1,14,0,0
1,1,15,1,0
15,4,22,6,1
2,1,14,3,0
1,1,5,0,0
1,1,14,4,0
1,1,17,2,0
3,1,9,4,0
1,1,16,2,0
1,1,15,3,0
3,1,19,6,0
73,2,11,6,1
1,1,14,4,0
1,1,13,3,0
6,4,0,6,1
1,1,17,0,0
1,1,4,1,0
1,1,8,0,0
2,1,10,1,0
1,1,13,2,0
1,1,12,6,0
1,1,12,1,0
1,1,13,4,0
1,1,11,1,0
1,1,11,6,0
1,1,7,6,0
1,1,13,2,0
1,1,11,2,0
18,2,23,6,1
46,33,22,3,1
2,1,13,1,0
30,45,6,6,1
65,1,20,3,1
11,1,22,6,1
1,1,21,3,0
22,19,5,4,1
13,15,4,0,1
38,1,1,4,1
1,1,6,0,0
1,1,13,0,0
1,1,18,3,0
1,1,14,1,0
77,1,21,4,1
1,1,14,0,0
1,1,11,3,0
45,24,5,5,1
5,3,6,6,1
1,1,16,0,0
1,1,18,3,0
1,1,10,1,0
36,2,4,3,1
1,1,12,0,0
1,1,13,4,0
2,1,13,1,0
1,1,8,3,0
1,1,21,1,0
1,1,14,3,0
61,1,2,5,1
1,1,12,2,0
1,1,1,4,0
12,21,23,2,1
1,1,18,4,0
1,1,7,0,0
2,1,11,1,0
1,1,5,2,0
1,1,13,6,0
13,1,4,6,1
1,1,12,2,0
45,22,23,6,1
15,5,1,6,1
1,1,13,6,0
1,1,11,1,0
8,3,0,5,1
1,1,19,4,0
1,1,7,3,0
1,1,12,6,0
31,1,18,0,1
5,1,23,6,1
1,1,17,4,0
1,1,11,2,0
1,1,10,4,0
1,1,10,0,0
1,1,11,4,0
1,1,14,0,0
1,1,9,0,0
1,1,14,1,0
1,1,15,3,0
1,1,13,0,0
9,4,6,5,1
1,1,15,2,0
1,1,10,4,0
3,1,18,1,0
1,1,8,4,0
1,1,15,3,0
2,1,13,1,0
1,1,2,3,0
2,1,12,4,0
1,1,11,5,0
1,1,19,5,0
1,1,21,0,0
2,1,16,5,0
45,18,21,6,1
1,1,5,0,0
1,1,15,2,0
1,1,12,2,0
1,1,11,1,0
21,41,2,4,1
61,1,7,2,1
36,1,8,4,1
1,1,4,1,0
2,1,10,0,0
1,1,13,3,0
48,10,4,1,1
1,1,9,2,0
1,1,14,0,0
14,44,23,4,1
1,1,15,2,0
1,1,13,0,0
90,1,22,5,1
3,1,16,1,0
36,44,2,1,1
1,1,15,2,0
1,1,8,6,0
18,49,2,4,1
83,1,12,1,1
1,1,3,4,0
10,5,2,5,1
1,1,16,1,0
2,1,19,2,0
1,1,16,4,0
44,1,1,2,1
27,33,3,3,1
46,36,21,1,1
1,1,14,3,0
3,1,9,0,0
1,1,9,4,0
1,1,0,4,0
1,1,12,3,0
1,1,8,6,0
1,1,8,1,0
1,1,8,1,0
1,1,9,1,0
6,5,6,6,1
1,1,9,1,0
1,1,10,4,0
28,36,6,4,1
1,1,1,4,0
1,1,19,1,0
1,1,11,3,0
1,1,15,2,0
2,1,15,4,0
1,1,9,2,0
1,1,12,4,0
1,1,19,4,0
1,1,17,3,0
1,1,19,0,0
1,1,16,1,0
1,1,11,1,0
1,1,13,3,0
1,1,12,1,0
33,45,2,4,1
12,21,4,2,1
1,1,11,4,0
1,1,12,0,0
1,1,13,4,0
1,1,8,0,0
1,1,21,0,0
1,1,16,4,0
1,1,23,3,0
34,41,6,3,1
1,1,1,3,0
1,1,21,5,0
1,1,11,1,0
2,1,10,3,0
2,1,12,5,0
99,1,5,5,1
3,1,15,0,0
1,1,5,2,0
1,1,4,1,0
2,1,14,3,0
11,2,23,6,1
1,1,8,5,0
1,1,8,1,0
1,1,19,0,0
1,1,16,0,0
1,1,19,2,0
2,1,14,2,0
1,1,14,2,0
1,1,10,4,0
21,48,0,5,1
1,1,12,4,0
11,10,20,5,1
3,1,8,0,0
3,1,10,4,0
78,1,8,3,1
1,1,16,5,0
75,1,20,3,1
1,1,19,4,0
1,1,16,0,0
1,1,14,0,0
1,1,12,2,0
1,1,18,4,0
8,1,21,5,1
1,1,12,0,0
41,1,4,2,1
1,1,18,3,0
1,1,18,2,0
1,1,5,3,0
89,1,15,1,1
1,1,7,1,0
1,1,13,3,0
3,1,7,3,0
10,2,7,5,1
3,1,18,0,0
1,1,17,1,0
1,1,15,2,0
1,1,11,1,0
40,40,3,4,1
1,1,13,2,0
2,1,13,6,0
71,2,18,1,1
12,43,20,2,1
1,1,14,1,0
1,1,9,1,0
3,1,13,3,0
1,1,9,4,0
1,1,8,5,0
1,1,9,3,0
2,1,18,3,0
1,1,13,3,0
1,1,12,1,0
2,1,14,0,0
48,18,21,1,1
2,1,11,1,0
1,1,9,4,0
3,1,3,0,0
1,1,14,3,0
1,1,17,1,0
1,1,22,6,0
1,1,10,4,0
1,1,18,1,0
1,1,17,2,0
1,1,14,4,0
1,1,19,6,0
12,4,7,6,1
92,1,12,4,1
1,1,18,2,0
1,1,6,3,0
1,1,17,4,0
2,1,18,3,0
18,3,1,6,1
1,1,15,4,0
12,1,6,6,1
2,1,18,2,0
1,1,9,1,0
1,1,13,4,0
1,1,11,4,0
1,1,21,0,0
1,1,18,5,0
1,1,9,1,0
1,1,14,1,0
1,1,15,5,0
46,1,9,3,1
1,1,19,0,0
44,33,0,1,1
7,4,0,5,1
1,1,11,4,0
2,1,11,2,0
1,1,16,4,0
48,23,4,5,1
1,1,13,2,0
1,1,16,2,0
96,2,7,0,1
1,1,14,1,0
1,1,9,2,0
1,1,17,1,0
3,1,17,2,0
1,1,16,1,0
1,1,18,1,0
1,1,19,3,0
1,1,19,2,0
1,1,3,1,0
58,1,1,0,1
1,1,17,0,0
10,4,1,5,1
1,1,15,4,0
2,1,18,0,0
1,1,12,6,0
1,1,12,3,0
1,1,15,0,0
1,1,19,4,0
1,1,19,1,0
1,1,13,4,0
1,1,14,4,0
1,1,18,2,0
2,1,19,0,0
1,1,8,0,0
2,1,9,4,0
2,1,16,3,0
1,1,17,1,0
1,1,11,3,0
2,1,8,3,0
1,1,13,3,0
2,1,13,3,0
2,1,19,1,0
1,1,18,2,0
1,1,12,1,0
1,1,15,3,0
1,1,15,5,0
1,1,16,1,0
1,1,10,5,0
1,1,15,2,0
1,1,19,3,0
1,1,16,4,0
1,1,17,1,0
18,1,22,6,1
1,1,19,0,0
19,2,15,4,1
1,1,16,0,0
1,1,11,4,0
1,1,12,6,0
2,1,17,1,0
1,1,8,1,0
15,3,21,6,1
1,1,16,2,0
1,1,13,2,0
1,1,11,0,0
1,1,9,1,0
1,1,10,0,0
1,1,19,4,0
1,1,14,3,0
1,1,12,6,0
2,1,12,6,0
1,1,8,5,0
72,1,14,1,1
1,1,8,1,0
1,1,13,5,0
1,1,10,2,0
1,1,18,6,0
41,16,1,0,1
1,1,3,4,0
1,1,8,2,0
1,1,14,2,0
1,1,11,0,0
84,1,6,2,1
1,1,13,4,0
1,1,17,2,0
2,1,19,1,0
11,20,7,6,1
2,1,14,1,0
1,1,22,3,0
1,1,14,4,0
34,1,14,5,1
1,1,5,0,0
1,1,17,0,0
39,40,22,0,1
3,1,16,1,0
1,1,16,3,0
2,1,8,3,0
1,1,19,1,0
20,4,4,6,1
2,1,11,1,0
1,1,19,6,0
24,25,5,0,1
1,1,9,5,0
1,1,18,2,0
1,1,16,0,0
1,1,12,1,0
1,1,15,3,0
5,4,2,5,1
1,1,23,3,0
2,1,19,4,0
1,1,10,1,0
1,1,2,4,0
1,1,13,2,0
1,1,17,1,0
97,1,12,6,1
1,1,19,0,0
1,1,17,1,0
1,1,16,6,0
1,1,7,1,0
1,1,11,1,0
1,1,17,2,0
1,1,13,0,0
1,1,14,3,0
1,1,10,3,0
49,43,20,6,1
1,1,13,0,0
14,5,23,5,1
3,1,13,4,0
3,1,13,3,0
1,1,9,4,0
17,1,5,5,1
1,1,11,4,0
1,1,11,3,0
17,10,2,6,1
1,1,14,2,0
2,1,12,3,0
1,1,14,3,0
1,1,11,1,0
1,1,15,3,0
50,10,23,5,1
11,40,6,5,1
89,1,23,2,1
11,2,21,5,1
1,1,3,1,0
1,1,11,2,0
35,1,8,0,1
2,1,10,4,0
14,5,20,6,1
1,1,13,0,0
2,1,12,0,0
1,1,9,2,0
1,1,17,1,0
2,1,23,4,0
1,1,12,2,0
1,1,17,2,0
1,1,9,6,0
9,3,1,5,1
42,38,4,1,1
1,1,18,2,0
79,1,10,4,1
1,1,11,0,0
1,1,11,5,0
3,1,17,3,0
1,1,18,1,0
1,1,13,2,0
1,1,16,3,0
2,1,13,3,0
1,1,16,3,0
1,1,15,2,0
1,1,6,3,0
1,1,18,2,0
1,1,18,0,0
1,1,19,3,0
2,1,17,2,0
1,1,19,2,0
24,42,5,2,1
2,1,13,4,0
1,1,3,2,0
1,1,17,3,0
2,1,8,0,0
1,1,17,0,0
1,1,10,2,0
1,1,19,2,0
1,1,19,2,0
1,1,19,0,0
1,1,17,1,0
1,1,19,1,0
1,1,15,0,0
18,5,7,6,1
2,1,8,4,0
1,1,13,0,0
1,1,5,0,0
1,1,22,1,0
1,1,17,1,0
2,1,16,1,0
1,1,16,6,0
1,1,17,0,0
1,1,17,2,0
88,1,5,0,1
2,1,18,0,0
1,1,14,5,0
1,1,9,3,0
1,1,18,1,0
27,17,3,3,1
41,1,21,3,1
1,1,13,2,0
1,1,1,0,0
1,1,14,0,0
1,1,3,4,0
2,1,1,3,0
1,1,17,4,0
56,1,6,3,1
2,1,19,6,0
1,1,10,3,0
33,27,1,5,1
1,1,11,3,0
1,1,8,4,0
1,1,9,0,0
1,1,12,0,0
1,1,11,4,0
10,5,3,5,1
14,1,6,6,1
1,1,16,2,0
1,1,9,0,0
1,1,8,3,0
1,1,3,4,0
2,1,13,4,0
1,1,18,0,0
1,1,18,2,0
1,1,13,4,0
1,1,5,2,0
11,15,23,2,1
2,1,17,4,0
1,1,16,0,0
1,1,19,4,0
1,1,13,4,0
12,1,22,6,1
1,1,21,2,0
2,1,9,3,0
2,1,16,0,0
1,1,9,1,0
2,1,16,0,0
1,1,20,4,0
2,1,21,1,0
1,1,3,4,0
45,30,4,4,1
1,1,12,3,0
1,1,14,1,0
1,1,15,4,0
2,1,19,1,0
2,1,2,3,0
2,1,12,0,0
1,1,10,5,0
1,1,2,0,0
1,1,12,4,0
1,1,16,3,0
1,1,22,4,0
31,10,20,6,1
2,1,11,6,0
1,1,10,3,0
1,1,18,3,0
1,1,7,6,0
1,1,19,1,0
10,10,3,4,1
1,1,19,3,0
8,3,5,5,1
17,1,2,5,1
2,1,11,4,0
1,1,3,4,0
3,1,15,2,0
2,1,14,3,0
20,1,3,6,1
1,1,13,2,0
1,1,3,2,0
1,1,17,2,0
48,16,6,4,1
1,1,15,4,0
1,1,10,3,0
1,1,4,4,0
1,1,13,4,0
2,1,13,1,0
1,1,11,0,0
33,44,23,5,1
1,1,11,2,0
1,1,8,0,0
1,1,8,0,0
1,1,13,2,0
1,1,9,3,0
2,1,10,0,0
1,1,9,1,0
1,1,10,1,0
1,1,12,1,0
1,1,19,1,0
1,1,15,0,0
1,1,9,4,0
1,1,11,0,0
1,1,19,1,0
1,1,14,3,0
1,1,17,0,0
3,1,8,4,0
1,1,8,2,0
1,1,9,4,0
1,1,12,5,0
1,1,10,3,0
1,1,10,2,0
2,1,16,2,0
1,1,16,2,0
1,1,16,3,0
3,1,8,2,0
1,1,8,3,0
1,1,6,2,0
48,19,0,5,1
1,1,10,1,0
1,1,12,0,0
2,1,12,0,0
1,1,4,1,0
1,1,19,1,0
6,3,23,6,1
1,1,13,0,0
1,1,22,2,0
1,1,15,4,0
1,1,11,1,0
1,1,21,0,0
1,1,9,3,0
1,1,8,1,0
1,1,17,2,0
1,1,16,0,0
1,1,15,3,0
19,1,10,4,1
1,1,12,3,0
1,1,14,1,0
37,19,0,6,1
44,1,2,5,1
1,1,8,0,0
1,1,5,0,0
1,1,11,5,0
1,1,15,6,0
1,1,15,0,0
1,1,1,4,0
1,1,8,6,0
1,1,14,6,0
19,42,23,1,1
2,1,13,0,0
1,1,14,1,0
1,1,8,1,0
1,1,16,0,0
1,1,16,0,0
1,1,17,4,0
1,1,10,0,0
1,1,1,5,0
1,1,8,1,0
1,1,10,2,0
1,1,11,2,0
1,1,10,2,0
1,1,15,2,0
18,23,2,5,1
20,37,7,1,1
9,2,7,6,1
41,45,2,4,1
1,1,19,0,0
1,1,9,2,0
1,1,16,2,0
1,1,13,1,0
1,1,15,0,0
1,1,14,1,0
1,1,12,6,0
1,1,12,6,0
2,1,2,2,0
1,1,18,3,0
1,1,13,1,0
1,1,18,6,0
1,1,12,3,0
1,1,15,3,0
1,1,12,4,0
6,3,23,5,1
1,1,0,4,0
96,1,21,4,1
1,1,18,5,0
1,1,10,4,0
1,1,9,4,0
1,1,18,4,0
2,1,17,1,0
13,5,23,6,1
1,1,5,2,0
1,1,8,5,0
2,1,9,3,0
1,1,19,2,0
63,1,14,4,1
1,1,18,4,0
1,1,18,1,0
1,1,13,3,0
1,1,10,5,0
2,1,9,5,0
1,1,8,2,0
2,1,13,3,0
1,1,17,6,0
1,1,14,3,0
1,1,10,2,0
1,1,14,0,0
2,1,14,2,0
2,1,11,4,0
1,1,15,2,0
16,34,3,0,1
21,29,3,1,1
1,1,13,4,0
1,1,13,1,0
20,5,23,5,1
1,1,11,0,0
1,1,17,3,0
5,2,5,6,1
1,1,10,2,0
1,1,17,2,0
2,1,13,3,0
1,1,8,1,0
1,1,11,2,0
1,1,10,5,0
3,1,16,0,0
1,1,8,2,0
1,1,3,2,0
2,1,8,4,0
30,15,2,3,1
1,1,12,1,0
1,1,8,0,0
1,1,4,4,0
1,1,17,4,0
1,1,17,2,0
1,1,14,0,0
2,1,19,2,0
18,1,11,4,1
1,1,15,1,0
2,1,19,4,0
1,1,11,3,0
3,1,12,3,0
1,1,16,2,0
3,1,11,0,0
1,1,13,1,0
1,1,11,0,0
1,1,15,1,0
1,1,10,0,0
2,1,10,1,0
1,1,18,1,0
1,1,15,4,0
1,1,19,6,0
72,1,9,4,1
1,1,11,3,0
2,1,14,4,0
1,1,13,4,0
1,1,16,0,0
1,1,9,3,0
1,1,17,2,0
2,1,15,0,0
1,1,9,0,0
1,1,17,1,0
1,1,18,4,0
1,1,19,4,0
3,1,16,4,0
1,1,18,1,0
16,1,14,2,1
1,1,19,0,0
1,1,17,0,0
1,1,19,3,0
1,1,11,3,0
15,1,21,6,1
1,1,9,0,0
19,11,21,4,1
2,1,12,5,0
1,1,15,0,0
20,2,20,5,1
1,1,13,1,0
1,1,9,3,0
1,1,10,1,0
1,1,10,6,0
1,1,18,1,0
1,1,10,4,0
1,1,14,0,0
1,1,16,1,0
1,1,14,0,0
3,1,18,3,0
13,3,5,5,1
1,1,13,3,0
1,1,8,1,0
1,1,8,2,0
24,17,22,5,1
1,1,12,0,0
1,1,16,0,0
3,1,18,4,0
72,1,4,5,1
19,2,4,5,1
1,1,18,6,0
2,1,18,0,0
1,1,15,6,0
1,1,8,0,0
22,1,6,5,1
1,1,9,2,0
38,42,22,3,1
1,1,15,2,0
2,1,17,1,0
2,1,11,0,0
1,1,16,4,0
1,1,11,4,0
1,1,1,1,0
1,1,16,4,0
1,1,18,1,0
1,1,13,1,0
1,1,10,6,0
87,1,2,3,1
1,1,6,2,0
1,1,2,5,0
3,1,11,3,0
1,1,18,6,0
3,1,12,5,0
3,1,19,3,0
1,1,10,1,0
1,1,4,6,0
1,1,14,2,0
1,1,18,0,0
1,1,13,4,0
1,1,16,0,0
1,1,11,2,0
1,1,13,2,0
1,1,20,0,0
1,1,16,4,0
3,1,16,1,0
1,1,14,1,0
1,1,13,0,0
2,1,10,0,0
1,1,15,2,0
1,1,9,2,0
1,1,8,4,0
19,2,6,6,1
1,1,15,2,0
7,1,2,5,1
35,2,11,6,1
1,1,11,2,0
1,1,16,1,0
3,1,19,0,0
83,1,16,1,1
19,46,22,4,1
11,34,1,5,1
44,39,7,3,1
1,1,15,0,0
1,1,16,1,0
2,1,12,3,0
2,1,13,3,0
1,1,20,3,0
2,1,14,3,0
1,1,3,3,0
1,1,5,3,0
1,1,8,4,0
2,1,12,4,0
1,1,15,5,0
1,1,8,4,0
1,1,8,0,0
1,1,19,4,0
2,1,12,1,0
21,1,3,1,1
1,1,16,0,0
18,3,3,6,1
1,1,6,2,0
1,1,19,2,0
3,1,19,1,0
2,1,11,0,0
1,1,14,2,0
19,1,8,0,1
20,18,5,1,1
1,1,13,2,0
1,1,14,0,0
1,1,18,2,0
1,1,17,1,0
1,1,8,2,0
3,1,10,1,0
2,1,19,3,0
1,1,10,2,0
15,1,8,6,1
1,1,17,3,0
44,12,3,5,1
38,16,20,6,1
1,1,19,1,0
1,1,3,0,0
92,1,20,1,1
1,1,10,0,0
1,1,18,1,0
2,1,13,3,0
1,1,17,3,0
2,1,10,0,0
1,1,8,2,0
1,1,12,0,0
1,1,19,1,0
1,1,12,4,0
1,1,15,2,0
24,1,4,0,1
8,4,4,5,1
1,1,22,5,0
1,1,12,0,0
3,1,16,1,0
1,1,13,4,0
2,1,14,4,0
1,1,18,1,0
1,1,14,3,0
1,1,5,3,0
1,1,16,0,0
44,27,1,3,1
1,1,11,0,0
39,28,3,6,1
1,1,14,4,0
1,1,15,2,0
1,1,14,3,0
1,1,15,3,0
1,1,11,6,0
1,1,14,3,0
1,1,19,0,0
1,1,10,0,0
17,5,23,5,1
6,1,0,5,1
5,1,1,5,1
3,1,19,5,0
2,1,16,2,0
1,1,18,0,0
1,1,8,4,0
1,1,15,1,0
11,5,3,5,1
3,1,15,0,0
10,1,6,6,1
23,2,17,6,1
1,1,17,1,0
1,1,11,0,0
1,1,13,2,0
57,1,1,4,1
1,1,16,3,0
3,1,11,3,0
2,1,11,3,0
17,4,4,5,1
1,1,15,1,0
1,1,10,3,0
1,1,13,4,0
31,31,2,0,1
1,1,14,2,0
6,1,20,5,1
1,1,9,4,0
1,1,11,0,0
1,1,14,0,0
1,1,11,1,0
1,1,1,4,0
1,1,20,3,0
57,1,12,2,1
1,1,8,0,0
1,1,17,0,0
1,1,16,4,0
1,1,13,0,0
2,1,12,2,0
1,1,15,1,0
1,1,10,4,0
1,1,16,4,0
1,1,17,6,0
2,1,17,4,0
3,1,9,5,0
1,1,12,1,0
73,1,3,6,1
1,1,9,2,0
1,1,17,3,0
80,1,16,1,1
1,1,17,4,0
3,1,13,1,0
1,1,9,0,0
1,1,16,3,0
10,31,0,3,1
2,1,8,0,0
1,1,15,2,0
1,1,21,3,0
3,1,17,2,0
2,1,15,1,0
1,1,7,3,0
17,1,22,6,1
1,1,10,4,0
2,1,18,3,0
10,1,5,6,1
11,27,5,4,1
42,37,6,6,1
1,1,13,3,0
1,1,18,4,0
2,1,15,0,0
1,1,9,1,0
1,1,19,1,0
1,1,14,4,0
1,1,9,0,0
1,1,14,2,0
2,1,9,1,0
2,1,13,2,0
7,5,3,6,1
1,1,9,3,0
1,1,14,0,0
18,4,7,6,1
1,1,10,1,0
1,1,12,0,0
62,1,5,6,1
1,1,13,0,0
1,1,20,0,0
14,12,1,1,1
1,1,10,3,0
1,1,18,2,0
3,1,12,0,0
1,1,12,3,0
3,1,8,0,0
1,1,10,0,0
1,1,12,1,0
1,1,13,2,0
1,1,10,0,0
22,48,6,4,1
1,1,11,4,0
5,1,0,5,1
2,1,14,3,0
1,1,11,3,0
1,1,14,2,0
90,1,18,6,1
1,1,16,0,0
1,1,13,2,0
1,1,19,3,0
14,5,4,6,1
1,1,12,4,0
1,1,17,0,0
2,1,8,1,0
1,1,15,0,0
2,1,18,3,0
2,1,16,4,0
1,1,18,4,0
1,1,16,4,0
1,1,10,3,0
2,1,4,2,0
1,1,12,2,0
2,1,11,4,0
23,37,23,6,1
1,1,16,1,0
77,1,9,6,1
1,1,15,4,0
1,1,14,1,0
48,1,4,5,1
2,1,13,3,0
1,1,9,3,0
1,1,12,1,0
43,1,23,3,1
1,1,1,1,0
1,1,8,3,0
45,34,6,6,1
1,1,12,0,0
1,1,15,0,0
16,1,15,5,1
1,1,10,2,0
1,1,10,1,0
1,1,17,2,0
1,1,11,3,0
1,1,16,1,0
22,1,7,1,1
1,1,1,2,0
3,1,18,4,0
1,1,12,2,0
1,1,15,0,0
18,39,0,1,1
1,1,19,4,0
76,1,5,3,1
3,1,12,4,0
1,1,15,0,0
1,1,10,1,0
1,1,13,0,0
3,1,14,0,0
50,2,11,1,1
45,38,21,4,1
3,1,14,1,0
1,1,18,3,0
1,1,18,2,0
1,1,4,3,0
1,1,17,4,0
1,1,8,3,0
1,1,22,3,0
16,2,5,3,1
2,1,18,2,0
32,38,21,1,1
2,1,15,0,0
46,1,21,4,1
1,1,10,4,0
1,1,8,4,0
1,1,19,1,0
1,1,14,2,0
2,1,5,2,0
1,1,8,1,0
1,1,10,1,0
1,1,10,4,0
66,1,14,2,1
1,1,12,5,0
1,1,14,3,0
1,1,4,2,0
2,1,9,2,0
18,4,21,6,1
1,1,16,4,0
1,1,15,4,0
1,1,10,1,0
30,44,7,2,1
63,1,18,1,1
79,1,7,6,1
1,1,20,2,0
11,2,4,6,1
2,1,6,1,0
1,1,14,4,0
12,4,1,6,1
1,1,13,2,0
1,1,16,1,0
1,1,8,2,0
1,1,8,1,0
1,1,17,2,0
1,1,12,2,0
27,32,1,2,1
19,4,2,5,1
1,1,13,1,0
1,1,13,3,0
1,1,14,2,0
75,1,16,2,1
87,1,5,1,1
2,1,17,4,0
1,1,12,2,0
1,1,1,1,0
89,1,23,6,1
1,1,14,2,0
1,1,14,4,0
27,1,19,2,1
3,1,8,6,0
1,1,17,4,0
1,1,16,3,0
27,37,7,0,1
1,1,1,3,0
1,1,10,6,0
2,1,14,1,0
6,2,4,6,1
1,1,8,3,0
1,1,9,2,0
8,4,6,5,1
2,1,10,2,0
1,1,17,5,0
2,1,10,4,0
1,1,8,4,0
2,1,17,4,0
15,2,7,5,1
1,1,17,0,0
10,32,5,6,1
1,1,16,0,0
2,1,0,4,0
1,1,8,3,0
1,1,15,6,0
2,1,14,2,0
1,1,16,3,0
27,33,0,3,1
1,1,1,4,0
1,1,14,3,0
27,37,23,0,1
1,1,12,0,0
1,1,19,4,0
1,1,7,3,0
1,1,21,0,0
2,1,15,1,0
39,1,0,5,1
2,1,17,5,0
1,1,10,2,0
1,1,3,1,0
42,1,15,1,1
50,17,22,2,1
1,1,8,0,0
1,1,10,1,0
81,1,1,1,1
13,3,22,5,1
10,4,4,6,1
1,1,17,1,0
1,1,10,2,0
1,1,15,5,0
1,1,22,1,0
1,1,3,4,0
45,12,4,6,1
2,1,13,0,0
1,1,10,0,0
12,5,21,5,1
2,1,20,5,0
1,1,18,0,0
1,1,8,0,0
1,1,19,2,0
12,3,6,6,1
1,1,10,4,0
2,1,15,3,0
19,1,5,6,1
2,1,16,3,0
2,1,11,4,0
31,19,20,4,1
1,1,16,1,0
1,1,14,2,0
1,1,13,1,0
1,1,12,2,0
100,1,15,1,1
1,1,18,6,0
69,2,0,0,1
1,1,11,0,0
1,1,11,3,0
1,1,18,1,0
1,1,1,0,0
2,1,13,2,0
1,1,16,2,0
1,1,17,2,0
1,1,16,4,0
1,1,17,6,0
1,1,13,0,0
2,1,12,2,0
1,1,10,1,0
2,1,16,3,0
1,1,8,3,0
1,1,17,4,0
1,1,9,4,0
1,1,16,2,0
1,1,12,2,0
2,1,9,0,0
2,1,5,3,0
18,1,20,6,1
1,1,15,2,0
2,1,18,1,0
18,11,20,4,1
1,1,12,4,0
1,1,16,1,0
1,1,11,0,0
2,1,10,0,0
1,1,11,0,0
2,1,8,3,0
2,1,17,1,0
1,1,10,0,0
1,1,16,0,0
60,1,23,2,1
1,1,12,5,0
56,1,12,1,1
1,1,16,4,0
79,1,11,2,1
1,1,18,1,0
2,1,12,4,0
1,1,9,4,0
2,1,15,4,0
1,1,10,0,0
1,1,10,6,0
1,1,23,2,0
1,1,7,2,0
44,35,3,4,1
1,1,8,4,0
1,1,18,0,0
2,1,9,2,0
1,1,10,2,0
1,1,9,3,0
2,1,11,2,0
1,1,16,0,0
1,1,8,5,0
1,1,15,2,0
1,1,14,4,0
18,5,23,5,1
3,1,18,3,0
1,1,10,2,0
2,1,15,4,0
1,1,3,0,0
1,1,18,4,0
1,1,12,2,0
13,3,0,6,1
1,1,8,1,0
16,2,7,0,1
1,1,8,0,0
47,15,1,5,1
1,1,16,1,0
1,1,15,1,0
2,1,11,4,0
18,3,6,6,1
15,5,20,6,1
1,1,11,3,0
1,1,19,2,0
43,35,3,2,1
1,1,11,3,0
1,1,0,1,0
1,1,8,4,0
2,1,12,1,0
1,1,10,2,0
1,1,10,5,0
1,1,12,6,0
1,1,18,5,0
2,1,15,1,0
1,1,13,2,0
1,1,10,1,0
43,1,15,2,1
9,5,5,6,1
1,1,13,0,0
1,1,23,1,0
97,1,13,6,1
24,1,10,5,1
45,43,2,6,1
1,1,17,2,0
1,1,19,1,0
3,1,17,0,0
1,1,9,2,0
1,1,16,1,0
1,1,11,4,0
5,1,4,6,1
1,1,14,4,0
